graph_id,node_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
2,10,0.0,,,,0.0,25.0,23.0,0.0
2,11,0.0,,,,0.0,3.0,43.0,0.0
2,12,3.0,,,,3.0,24.0,25.0,0.0
2,13,4.0,,,,4.0,10.0,5.0,0.0
2,14,0.0,,,,0.0,13.0,10.0,0.0
2,15,3.0,,,,3.0,1.0,16.0,0.0
2,16,3.0,,,,3.0,38.0,28.0,0.0
2,17,3.0,,,,3.0,0.0,22.0,0.0
2,18,0.0,,,,0.0,26.0,38.0,0.0
2,19,0.0,,,,0.0,48.0,7.0,0.0
2,20,0.0,,,,0.0,23.0,46.0,0.0
2,21,0.0,,,,0.0,44.0,0.0,0.0
2,22,3.0,,,,3.0,36.0,12.0,0.0
2,23,3.0,,,,3.0,19.0,27.0,0.0
2,24,3.0,,,,3.0,34.0,3.0,0.0
2,25,3.0,,,,3.0,11.0,47.0,0.0
2,26,0.0,,,,0.0,39.0,13.0,0.0
2,27,0.0,,,,0.0,30.0,2.0,0.0
2,28,3.0,,,,3.0,5.0,48.0,0.0
2,29,0.0,,,,0.0,4.0,44.0,0.0
2,30,3.0,,,,3.0,16.0,35.0,0.0
2,31,0.0,,,,0.0,33.0,15.0,0.0
2,32,3.0,,,,3.0,43.0,6.0,0.0
2,33,3.0,,,,3.0,18.0,9.0,0.0
2,34,3.0,,,,3.0,47.0,39.0,0.0
2,35,0.0,,,,0.0,2.0,17.0,0.0
2,36,3.0,,,,3.0,27.0,37.0,0.0
2,37,0.0,,,,0.0,12.0,21.0,0.0
2,38,3.0,,,,3.0,41.0,31.0,0.0
2,39,0.0,,,,0.0,29.0,20.0,0.0
2,40,0.0,,,,0.0,6.0,33.0,0.0
2,41,0.0,,,,0.0,7.0,18.0,0.0
2,42,3.0,,,,3.0,21.0,32.0,0.0
2,43,3.0,,,,3.0,37.0,19.0,0.0
2,44,0.0,,,,0.0,14.0,41.0,0.0
2,45,0.0,,,,0.0,32.0,45.0,0.0
2,46,3.0,,,,3.0,35.0,24.0,0.0
2,47,0.0,,,,0.0,31.0,30.0,0.0
2,48,3.0,,,,3.0,20.0,26.0,0.0
3,0,0.0,,,,0.0,10.0,31.0,0.0
3,1,0.0,,,,0.0,34.0,44.0,0.0
3,2,0.0,,,,0.0,1.0,9.0,0.0
3,3,0.0,,,,0.0,30.0,42.0,0.0
3,4,0.0,,,,0.0,33.0,45.0,0.0
3,5,0.0,,,,0.0,15.0,13.0,0.0
3,6,0.0,,,,0.0,37.0,1.0,0.0
3,7,0.0,,,,0.0,17.0,36.0,0.0
3,8,3.0,,,,3.0,13.0,18.0,0.0
3,9,3.0,,,,3.0,19.0,10.0,0.0
3,10,3.0,,,,3.0,22.0,19.0,0.0
3,11,3.0,,,,3.0,0.0,48.0,0.0
3,12,0.0,,,,0.0,28.0,39.0,0.0
3,13,0.0,,,,0.0,14.0,30.0,0.0
3,14,0.0,,,,0.0,8.0,34.0,0.0
3,15,0.0,,,,0.0,39.0,32.0,0.0
3,16,0.0,,,,0.0,36.0,28.0,0.0
3,17,3.0,,,,3.0,41.0,40.0,0.0
3,18,0.0,,,,0.0,27.0,43.0,0.0
3,19,0.0,,,,0.0,12.0,5.0,0.0
3,20,0.0,,,,0.0,48.0,38.0,0.0
3,21,0.0,,,,0.0,20.0,29.0,0.0
3,22,0.0,,,,0.0,35.0,2.0,0.0
3,23,0.0,,,,0.0,45.0,15.0,0.0
3,24,0.0,,,,0.0,21.0,35.0,0.0
3,25,0.0,,,,0.0,29.0,0.0,0.0
3,26,0.0,,,,0.0,44.0,6.0,0.0
3,27,0.0,,,,0.0,32.0,8.0,0.0
3,28,0.0,,,,0.0,42.0,23.0,0.0
3,29,3.0,,,,3.0,43.0,24.0,0.0
3,30,3.0,,,,3.0,5.0,7.0,0.0
3,31,3.0,,,,3.0,47.0,46.0,0.0
3,32,4.0,,,,4.0,23.0,25.0,0.0
3,33,0.0,,,,0.0,6.0,41.0,0.0
3,34,0.0,,,,0.0,25.0,27.0,0.0
3,35,0.0,,,,0.0,26.0,26.0,0.0
3,36,3.0,,,,3.0,9.0,33.0,0.0
3,37,0.0,,,,0.0,46.0,20.0,0.0
3,38,3.0,,,,3.0,3.0,3.0,0.0
3,39,0.0,,,,0.0,11.0,16.0,0.0
3,40,3.0,,,,3.0,24.0,12.0,0.0
3,41,0.0,,,,0.0,38.0,22.0,0.0
3,42,0.0,,,,0.0,2.0,37.0,0.0
3,43,0.0,,,,0.0,4.0,21.0,0.0
3,44,0.0,,,,0.0,16.0,11.0,0.0
3,45,0.0,,,,0.0,40.0,4.0,0.0
3,46,0.0,,,,0.0,7.0,17.0,0.0
3,47,3.0,,,,3.0,18.0,14.0,0.0
3,48,0.0,,,,0.0,31.0,47.0,0.0
4,0,3.0,,,,3.0,34.0,16.0,0.0
4,1,3.0,,,,3.0,59.0,27.0,0.0
4,2,3.0,,,,3.0,49.0,57.0,0.0
4,3,3.0,,,,3.0,32.0,70.0,0.0
4,4,0.0,,,,0.0,16.0,41.0,0.0
4,5,0.0,,,,0.0,1.0,50.0,0.0
4,6,0.0,,,,0.0,7.0,38.0,0.0
4,7,3.0,,,,3.0,5.0,23.0,0.0
4,8,0.0,,,,0.0,29.0,1.0,0.0
4,9,0.0,,,,0.0,25.0,20.0,0.0
4,10,3.0,,,,3.0,39.0,9.0,0.0
4,11,3.0,,,,3.0,6.0,35.0,0.0
4,12,0.0,,,,0.0,37.0,32.0,0.0
4,13,0.0,,,,0.0,56.0,7.0,0.0
4,14,0.0,,,,0.0,62.0,5.0,0.0
4,15,0.0,,,,0.0,24.0,60.0,0.0
4,16,0.0,,,,0.0,22.0,24.0,0.0
4,17,0.0,,,,0.0,31.0,61.0,0.0
4,18,0.0,,,,0.0,51.0,3.0,0.0
4,19,0.0,,,,0.0,15.0,49.0,0.0
4,20,0.0,,,,0.0,61.0,45.0,0.0
4,21,3.0,,,,3.0,60.0,30.0,0.0
4,22,3.0,,,,3.0,48.0,4.0,0.0
4,23,0.0,,,,0.0,45.0,59.0,0.0
4,24,3.0,,,,3.0,17.0,26.0,0.0
4,25,0.0,,,,0.0,66.0,34.0,0.0
4,26,3.0,,,,3.0,71.0,51.0,0.0
4,27,3.0,,,,3.0,41.0,55.0,0.0
4,28,0.0,,,,0.0,4.0,53.0,0.0
4,29,0.0,,,,0.0,63.0,68.0,0.0
4,30,3.0,,,,3.0,50.0,33.0,0.0
4,31,0.0,,,,0.0,64.0,63.0,0.0
4,32,3.0,,,,3.0,42.0,71.0,0.0
4,33,0.0,,,,0.0,12.0,10.0,0.0
4,34,3.0,,,,3.0,10.0,66.0,0.0
4,35,0.0,,,,0.0,52.0,28.0,0.0
4,36,3.0,,,,3.0,14.0,62.0,0.0
4,37,3.0,,,,3.0,54.0,67.0,0.0
4,38,3.0,,,,3.0,38.0,14.0,0.0
4,39,3.0,,,,3.0,11.0,39.0,0.0
4,40,3.0,,,,3.0,43.0,15.0,0.0
4,41,0.0,,,,0.0,20.0,22.0,0.0
4,42,0.0,,,,0.0,58.0,12.0,0.0
4,43,3.0,,,,3.0,19.0,48.0,0.0
4,44,3.0,,,,3.0,0.0,65.0,0.0
4,45,3.0,,,,3.0,68.0,44.0,0.0
4,46,3.0,,,,3.0,2.0,31.0,0.0
4,47,3.0,,,,3.0,67.0,18.0,0.0
4,48,0.0,,,,0.0,35.0,42.0,0.0
4,49,0.0,,,,0.0,21.0,29.0,0.0
4,50,3.0,,,,3.0,69.0,8.0,0.0
4,51,3.0,,,,3.0,13.0,54.0,0.0
4,52,3.0,,,,3.0,18.0,69.0,0.0
4,53,3.0,,,,3.0,46.0,6.0,0.0
4,54,4.0,,,,4.0,65.0,37.0,0.0
4,55,0.0,,,,0.0,33.0,47.0,0.0
4,56,0.0,,,,0.0,26.0,46.0,0.0
4,57,0.0,,,,0.0,9.0,19.0,0.0
4,58,0.0,,,,0.0,57.0,11.0,0.0
4,59,0.0,,,,0.0,44.0,40.0,0.0
4,60,3.0,,,,3.0,27.0,58.0,0.0
4,61,3.0,,,,3.0,55.0,36.0,0.0
4,62,0.0,,,,0.0,36.0,17.0,0.0
4,63,3.0,,,,3.0,8.0,56.0,0.0
4,64,3.0,,,,3.0,53.0,64.0,0.0
4,65,3.0,,,,3.0,40.0,13.0,0.0
4,66,3.0,,,,3.0,30.0,25.0,0.0
4,67,3.0,,,,3.0,28.0,0.0,0.0
4,68,0.0,,,,0.0,3.0,52.0,0.0
4,69,0.0,,,,0.0,70.0,43.0,0.0
4,70,0.0,,,,0.0,23.0,21.0,0.0
4,71,0.0,,,,0.0,47.0,2.0,0.0
5,0,0.0,,,,0.0,34.0,43.0,0.0
5,1,3.0,,,,3.0,38.0,85.0,0.0
5,2,1.0,,,,1.0,65.0,72.0,0.0
5,3,3.0,,,,3.0,112.0,4.0,0.0
5,4,3.0,,,,3.0,61.0,76.0,0.0
5,5,0.0,,,,0.0,74.0,81.0,0.0
5,6,0.0,,,,0.0,22.0,8.0,0.0
5,7,1.0,,,,1.0,52.0,32.0,0.0
5,8,0.0,,,,0.0,84.0,47.0,0.0
5,9,3.0,,,,3.0,54.0,14.0,0.0
5,10,0.0,,,,0.0,23.0,16.0,0.0
5,11,0.0,,,,0.0,73.0,83.0,0.0
5,12,2.0,,,,2.0,21.0,38.0,0.0
5,13,3.0,,,,3.0,63.0,28.0,0.0
5,14,3.0,,,,3.0,81.0,79.0,0.0
5,15,3.0,,,,3.0,94.0,24.0,0.0
5,16,0.0,,,,0.0,8.0,56.0,0.0
5,17,2.0,,,,2.0,7.0,15.0,0.0
5,18,0.0,,,,0.0,29.0,5.0,0.0
5,19,3.0,,,,3.0,88.0,73.0,0.0
5,20,3.0,,,,3.0,99.0,104.0,0.0
5,21,0.0,,,,0.0,89.0,33.0,0.0
5,22,0.0,,,,0.0,35.0,69.0,0.0
5,23,1.0,,,,1.0,46.0,37.0,0.0
5,24,0.0,,,,0.0,6.0,94.0,0.0
5,25,0.0,,,,0.0,97.0,26.0,0.0
5,26,3.0,,,,3.0,71.0,49.0,0.0
5,27,3.0,,,,3.0,58.0,40.0,0.0
5,28,3.0,,,,3.0,103.0,77.0,0.0
5,29,0.0,,,,0.0,90.0,1.0,0.0
5,30,3.0,,,,3.0,76.0,86.0,0.0
5,31,3.0,,,,3.0,66.0,19.0,0.0
5,32,3.0,,,,3.0,69.0,66.0,0.0
5,33,2.0,,,,2.0,42.0,110.0,0.0
5,34,1.0,,,,1.0,20.0,23.0,0.0
5,35,3.0,,,,3.0,68.0,88.0,0.0
5,36,3.0,,,,3.0,33.0,18.0,0.0
5,37,0.0,,,,0.0,9.0,92.0,0.0
5,38,1.0,,,,1.0,43.0,63.0,0.0
5,39,3.0,,,,3.0,11.0,29.0,0.0
5,40,3.0,,,,3.0,5.0,102.0,0.0
5,41,1.0,,,,1.0,26.0,25.0,0.0
5,42,3.0,,,,3.0,27.0,109.0,0.0
5,43,3.0,,,,3.0,80.0,70.0,0.0
5,44,3.0,,,,3.0,50.0,31.0,0.0
5,45,3.0,,,,3.0,56.0,93.0,0.0
5,46,3.0,,,,3.0,107.0,34.0,0.0
5,47,0.0,,,,0.0,47.0,113.0,0.0
5,48,1.0,,,,1.0,3.0,60.0,0.0
5,49,3.0,,,,3.0,85.0,13.0,0.0
5,50,3.0,,,,3.0,31.0,51.0,0.0
5,51,1.0,,,,1.0,64.0,6.0,0.0
5,52,3.0,,,,3.0,53.0,101.0,0.0
5,53,1.0,,,,1.0,10.0,12.0,0.0
5,54,3.0,,,,3.0,95.0,20.0,0.0
5,55,0.0,,,,0.0,96.0,2.0,0.0
5,56,1.0,,,,1.0,62.0,107.0,0.0
5,57,1.0,,,,1.0,18.0,35.0,0.0
5,58,1.0,,,,1.0,0.0,95.0,0.0
5,59,3.0,,,,3.0,70.0,17.0,0.0
5,60,3.0,,,,3.0,1.0,9.0,0.0
5,61,3.0,,,,3.0,44.0,52.0,0.0
5,62,1.0,,,,1.0,77.0,27.0,0.0
5,63,1.0,,,,1.0,106.0,10.0,0.0
5,64,1.0,,,,1.0,25.0,111.0,0.0
5,65,2.0,,,,2.0,32.0,87.0,0.0
5,66,1.0,,,,1.0,37.0,21.0,0.0
5,67,1.0,,,,1.0,49.0,11.0,0.0
5,68,0.0,,,,0.0,104.0,48.0,0.0
5,69,0.0,,,,0.0,28.0,61.0,0.0
5,70,0.0,,,,0.0,17.0,3.0,0.0
5,71,0.0,,,,0.0,41.0,59.0,0.0
5,72,1.0,,,,1.0,72.0,42.0,0.0
5,73,2.0,,,,2.0,93.0,82.0,0.0
5,74,0.0,,,,0.0,98.0,65.0,0.0
5,75,1.0,,,,1.0,79.0,98.0,0.0
5,76,3.0,,,,3.0,16.0,64.0,0.0
5,77,3.0,,,,3.0,86.0,99.0,0.0
5,78,0.0,,,,0.0,14.0,50.0,0.0
5,79,3.0,,,,3.0,87.0,112.0,0.0
5,80,3.0,,,,3.0,15.0,7.0,0.0
5,81,2.0,,,,2.0,4.0,105.0,0.0
5,82,3.0,,,,3.0,82.0,45.0,0.0
5,83,0.0,,,,0.0,60.0,41.0,0.0
5,84,0.0,,,,0.0,59.0,58.0,0.0
5,85,0.0,,,,0.0,110.0,71.0,0.0
5,86,3.0,,,,3.0,92.0,57.0,0.0
5,87,0.0,,,,0.0,40.0,30.0,0.0
5,88,3.0,,,,3.0,105.0,90.0,0.0
5,89,4.0,,,,4.0,100.0,55.0,0.0
5,90,3.0,,,,3.0,45.0,44.0,0.0
5,91,3.0,,,,3.0,109.0,68.0,0.0
5,92,3.0,,,,3.0,102.0,54.0,0.0
5,93,3.0,,,,3.0,111.0,106.0,0.0
5,94,3.0,,,,3.0,51.0,103.0,0.0
5,95,2.0,,,,2.0,12.0,36.0,0.0
5,96,3.0,,,,3.0,113.0,22.0,0.0
5,97,0.0,,,,0.0,78.0,84.0,0.0
5,98,1.0,,,,1.0,24.0,53.0,0.0
5,99,3.0,,,,3.0,19.0,62.0,0.0
5,100,2.0,,,,2.0,39.0,39.0,0.0
5,101,0.0,,,,0.0,101.0,78.0,0.0
5,102,1.0,,,,1.0,30.0,91.0,0.0
5,103,0.0,,,,0.0,2.0,0.0,0.0
5,104,3.0,,,,3.0,48.0,80.0,0.0
5,105,1.0,,,,1.0,91.0,96.0,0.0
5,106,1.0,,,,1.0,108.0,67.0,0.0
5,107,4.0,,,,4.0,57.0,46.0,0.0
5,108,3.0,,,,3.0,13.0,108.0,0.0
5,109,0.0,,,,0.0,75.0,74.0,0.0
5,110,0.0,,,,0.0,83.0,75.0,0.0
5,111,0.0,,,,0.0,55.0,100.0,0.0
5,112,1.0,,,,1.0,67.0,89.0,0.0
5,113,3.0,,,,3.0,36.0,97.0,0.0
6,0,0.0,,,,0.0,24.0,88.0,0.0
6,1,2.0,,,,2.0,50.0,9.0,0.0
6,2,0.0,,,,0.0,67.0,36.0,0.0
6,3,3.0,,,,3.0,89.0,23.0,0.0
6,4,2.0,,,,2.0,31.0,94.0,0.0
6,5,0.0,,,,0.0,41.0,92.0,0.0
6,6,0.0,,,,0.0,52.0,45.0,0.0
6,7,0.0,,,,0.0,75.0,49.0,0.0
6,8,0.0,,,,0.0,86.0,25.0,0.0
6,9,0.0,,,,0.0,88.0,8.0,0.0
6,10,0.0,,,,0.0,82.0,12.0,0.0
6,11,3.0,,,,3.0,38.0,3.0,0.0
6,12,3.0,,,,3.0,16.0,91.0,0.0
6,13,0.0,,,,0.0,69.0,70.0,0.0
6,14,0.0,,,,0.0,49.0,1.0,0.0
6,15,2.0,,,,2.0,35.0,4.0,0.0
6,16,0.0,,,,0.0,29.0,14.0,0.0
6,17,3.0,,,,3.0,74.0,52.0,0.0
6,18,0.0,,,,0.0,7.0,10.0,0.0
6,19,2.0,,,,2.0,21.0,33.0,0.0
6,20,3.0,,,,3.0,5.0,59.0,0.0
6,21,2.0,,,,2.0,84.0,84.0,0.0
6,22,0.0,,,,0.0,79.0,65.0,0.0
6,23,2.0,,,,2.0,13.0,29.0,0.0
6,24,0.0,,,,0.0,36.0,43.0,0.0
6,25,0.0,,,,0.0,92.0,47.0,0.0
6,26,2.0,,,,2.0,55.0,89.0,0.0
6,27,0.0,,,,0.0,87.0,37.0,0.0
6,28,0.0,,,,0.0,58.0,90.0,0.0
6,29,2.0,,,,2.0,72.0,73.0,0.0
6,30,2.0,,,,2.0,34.0,66.0,0.0
6,31,0.0,,,,0.0,63.0,40.0,0.0
6,32,0.0,,,,0.0,62.0,62.0,0.0
6,33,0.0,,,,0.0,57.0,30.0,0.0
6,34,2.0,,,,2.0,28.0,35.0,0.0
6,35,0.0,,,,0.0,54.0,19.0,0.0
6,36,3.0,,,,3.0,78.0,18.0,0.0
6,37,3.0,,,,3.0,53.0,80.0,0.0
6,38,0.0,,,,0.0,90.0,42.0,0.0
6,39,0.0,,,,0.0,2.0,54.0,0.0
6,40,0.0,,,,0.0,10.0,34.0,0.0
6,41,1.0,,,,1.0,76.0,26.0,0.0
6,42,3.0,,,,3.0,81.0,27.0,0.0
6,43,0.0,,,,0.0,73.0,24.0,0.0
6,44,3.0,,,,3.0,61.0,64.0,0.0
6,45,0.0,,,,0.0,47.0,31.0,0.0
6,46,2.0,,,,2.0,85.0,5.0,0.0
6,47,0.0,,,,0.0,95.0,56.0,0.0
6,48,3.0,,,,3.0,14.0,74.0,0.0
6,49,3.0,,,,3.0,60.0,28.0,0.0
6,50,3.0,,,,3.0,12.0,20.0,0.0
6,51,0.0,,,,0.0,66.0,85.0,0.0
6,52,0.0,,,,0.0,80.0,17.0,0.0
6,53,0.0,,,,0.0,19.0,11.0,0.0
6,54,3.0,,,,3.0,18.0,57.0,0.0
6,55,3.0,,,,3.0,77.0,39.0,0.0
6,56,3.0,,,,3.0,39.0,38.0,0.0
6,57,2.0,,,,2.0,51.0,2.0,0.0
6,58,0.0,,,,0.0,43.0,53.0,0.0
6,59,3.0,,,,3.0,26.0,46.0,0.0
6,60,0.0,,,,0.0,91.0,13.0,0.0
6,61,3.0,,,,3.0,83.0,0.0,0.0
6,62,0.0,,,,0.0,11.0,58.0,0.0
6,63,3.0,,,,3.0,65.0,48.0,0.0
6,64,3.0,,,,3.0,8.0,86.0,0.0
6,65,3.0,,,,3.0,70.0,61.0,0.0
6,66,2.0,,,,2.0,9.0,68.0,0.0
6,67,3.0,,,,3.0,0.0,15.0,0.0
6,68,3.0,,,,3.0,22.0,41.0,0.0
6,69,3.0,,,,3.0,44.0,51.0,0.0
6,70,3.0,,,,3.0,64.0,75.0,0.0
6,71,3.0,,,,3.0,20.0,67.0,0.0
6,72,2.0,,,,2.0,6.0,16.0,0.0
6,73,3.0,,,,3.0,32.0,77.0,0.0
6,74,3.0,,,,3.0,46.0,69.0,0.0
6,75,3.0,,,,3.0,42.0,78.0,0.0
6,76,0.0,,,,0.0,15.0,32.0,0.0
6,77,3.0,,,,3.0,40.0,22.0,0.0
6,78,0.0,,,,0.0,94.0,93.0,0.0
6,79,0.0,,,,0.0,30.0,82.0,0.0
6,80,3.0,,,,3.0,17.0,95.0,0.0
6,81,3.0,,,,3.0,33.0,44.0,0.0
6,82,3.0,,,,3.0,25.0,76.0,0.0
6,83,3.0,,,,3.0,68.0,81.0,0.0
6,84,0.0,,,,0.0,27.0,87.0,0.0
6,85,2.0,,,,2.0,48.0,50.0,0.0
6,86,0.0,,,,0.0,93.0,6.0,0.0
6,87,3.0,,,,3.0,4.0,60.0,0.0
6,88,3.0,,,,3.0,59.0,55.0,0.0
6,89,4.0,,,,4.0,45.0,63.0,0.0
6,90,0.0,,,,0.0,56.0,71.0,0.0
6,91,2.0,,,,2.0,37.0,79.0,0.0
6,92,4.0,,,,4.0,1.0,83.0,0.0
6,93,0.0,,,,0.0,23.0,21.0,0.0
6,94,2.0,,,,2.0,71.0,7.0,0.0
6,95,0.0,,,,0.0,3.0,72.0,0.0
7,0,0.0,,,,0.0,21.0,47.0,0.0
7,1,3.0,,,,3.0,36.0,36.0,0.0
7,2,3.0,,,,3.0,4.0,13.0,0.0
7,3,0.0,,,,0.0,16.0,1.0,0.0
7,4,0.0,,,,0.0,48.0,12.0,0.0
7,5,0.0,,,,0.0,13.0,34.0,0.0
7,6,0.0,,,,0.0,39.0,2.0,0.0
7,7,3.0,,,,3.0,8.0,50.0,0.0
7,8,0.0,,,,0.0,26.0,24.0,0.0
7,9,0.0,,,,0.0,44.0,20.0,0.0
7,10,0.0,,,,0.0,41.0,46.0,0.0
