graph_id,label,feat
215,1,
216,0,
217,0,
218,1,
219,4,
220,0,
221,1,
222,0,
223,4,
224,0,
225,0,
226,4,
227,0,
228,4,
229,2,
230,0,
231,1,
232,2,
233,1,
234,1,
235,0,
236,1,
237,0,
238,0,
239,1,
240,1,
241,4,
242,0,
243,4,
244,4,
245,1,
246,0,
247,2,
248,4,
249,4,
250,4,
251,1,
252,1,
253,4,
254,4,
255,1,
256,1,
257,2,
258,0,
259,0,
260,1,
261,2,
262,0,
263,2,
264,0,
265,0,
266,1,
267,0,
268,1,
269,1,
270,1,
271,0,
272,0,
273,0,
274,1,
275,1,
276,1,
277,1,
278,1,
279,1,
280,0,
281,0,
282,2,
283,4,
284,2,
285,0,
286,1,
287,1,
288,0,
289,4,
290,1,
291,0,
292,4,
293,1,
294,1,
295,0,
296,0,
297,3,
298,0,
299,2,
300,0,
301,3,
302,1,
303,1,
304,1,
305,1,
306,4,
307,0,
308,0,
309,0,
310,0,
311,1,
312,1,
313,4,
314,0,
315,0,
316,1,
317,0,
318,1,
319,1,
320,0,
321,1,
322,1,
323,4,
324,0,
325,0,
326,0,
327,4,
328,4,
329,0,
330,1,
331,1,
332,0,
333,4,
334,4,
335,0,
336,3,
337,4,
338,1,
339,2,
340,0,
341,1,
342,1,
343,0,
344,1,
345,4,
346,0,
347,2,
348,1,
349,4,
350,4,
351,4,
352,1,
353,0,
354,0,
355,4,
356,1,
357,4,
358,0,
359,0,
360,4,
361,0,
362,4,
363,0,
364,4,
365,1,
366,1,
367,3,
368,1,
369,4,
370,1,
371,1,
372,4,
373,0,
374,1,
375,0,
376,1,
377,0,
378,0,
379,0,
380,0,
381,0,
382,4,
383,4,
384,1,
385,0,
386,0,
387,4,
388,0,
389,0,
390,1,
391,4,
392,4,
393,1,
394,1,
395,0,
396,1,
397,1,
398,0,
399,0,
400,2,
401,2,
402,2,
403,1,
404,4,
405,0,
406,4,
407,1,
408,1,
409,3,
410,0,
411,4,
412,4,
413,0,
414,2,
415,0,
416,0,
417,4,
418,4,
419,0,
420,1,
421,0,
422,1,
423,0,
424,1,
425,3,
426,0,
427,1,
428,2,
429,1,
430,0,
431,0,
432,1,
433,1,
434,4,
435,1,
436,1,
437,0,
438,4,
439,4,
440,1,
441,0,
442,4,
443,0,
444,1,
445,3,
446,2,
447,4,
448,0,
449,4,
450,1,
451,1,
452,1,
453,1,
454,1,
455,1,
456,4,
457,3,
458,0,
459,1,
460,1,
461,1,
462,4,
463,1,
464,4,
465,3,
466,0,
467,0,
468,0,
469,1,
470,4,
471,1,
472,1,
473,1,
474,1,
475,0,
476,1,
477,4,
478,1,
479,4,
480,1,
481,0,
482,4,
483,0,
484,3,
485,1,
486,1,
487,1,
488,0,
489,4,
490,0,
491,0,
492,1,
493,4,
494,4,
495,0,
496,1,
497,1,
498,1,
499,4,
500,4,
501,4,
502,0,
503,0,
504,0,
505,0,
506,0,
507,0,
508,1,
509,3,
510,0,
511,0,
512,0,
513,0,
514,0,
515,1,
516,4,
517,1,
518,0,
519,4,
520,3,
521,1,
522,0,
523,0,
524,1,
525,1,
526,0,
527,4,
528,1,
529,1,
530,4,
531,1,
532,1,
533,0,
534,1,
535,0,
536,0,
537,4,
538,1,
539,1,
540,1,
541,4,
542,0,
543,0,
544,0,
545,0,
546,4,
547,1,
548,1,
549,0,
550,0,
551,0,
552,1,
553,0,
554,0,
555,0,
556,4,
557,4,
558,1,
559,0,
560,1,
561,0,
562,1,
563,1,
564,1,
565,2,
566,0,
567,4,
568,1,
569,1,
570,0,
571,1,
572,1,
573,1,
574,4,
575,4,
576,0,
577,2,
578,0,
579,0,
580,0,
581,4,
582,0,
583,4,
584,1,
585,4,
586,0,
587,1,
588,0,
589,1,
590,3,
591,4,
592,0,
593,0,
594,1,
595,4,
596,0,
597,3,
598,4,
599,0,
600,0,
601,4,
602,0,
603,1,
604,1,
605,1,
606,0,
607,4,
608,0,
609,0,
610,1,
611,1,
612,0,
613,0,
614,1,
615,0,
616,3,
617,4,
618,0,
619,4,
620,1,
621,0,
622,0,
623,1,
624,1,
625,4,
626,1,
627,0,
628,0,
629,4,
630,0,
631,4,
632,1,
633,0,
634,1,
635,4,
636,1,
637,1,
638,0,
639,1,
640,1,
641,0,
642,0,
643,1,
644,1,
645,1,
646,0,
647,1,
648,4,
649,0,
650,0,
651,4,
652,4,
653,0,
654,2,
655,2,
656,4,
657,1,
658,0,
659,1,
660,0,
661,0,
662,0,
663,0,
664,1,
665,1,
666,1,
667,1,
668,0,
669,1,
670,0,
671,1,
672,1,
673,0,
674,4,
675,1,
676,1,
677,2,
678,0,
679,2,
680,0,
681,1,
682,4,
683,0,
684,0,
685,1,
686,0,
687,1,
688,0,
689,4,
690,1,
691,1,
692,0,
693,0,
694,1,
695,1,
696,3,
697,1,
698,4,
699,2,
700,0,
701,4,
702,0,
703,1,
704,4,
705,0,
706,1,
707,4,
708,1,
709,0,
710,1,
711,4,
712,0,
713,1,
714,3,
715,1,
716,1,
717,0,
718,4,
719,0,
720,1,
721,4,
722,0,
723,1,
724,1,
725,1,
726,0,
727,4,
728,1,
729,4,
730,0,
731,4,
732,1,
733,0,
734,0,
735,4,
736,4,
737,0,
738,1,
739,2,
740,0,
741,1,
742,1,
743,1,
744,2,
745,1,
746,0,
747,1,
748,4,
749,0,
750,0,
751,2,
752,1,
753,1,
754,0,
755,2,
756,2,
757,0,
758,1,
759,2,
760,0,
761,4,
762,2,
763,1,
764,1,
765,4,
766,0,
767,0,
768,1,
769,1,
770,0,
771,0,
772,1,
773,1,
774,1,
775,1,
776,0,
777,1,
778,3,
779,1,
780,0,
781,1,
782,3,
783,0,
784,2,
785,0,
786,4,
787,1,
788,4,
789,3,
790,1,
791,2,
792,4,
793,2,
794,0,
795,0,
796,1,
797,0,
798,1,
799,0,
800,4,
801,0,
802,0,
803,0,
804,0,
805,4,
806,0,
807,4,
808,1,
809,0,
810,2,
811,1,
812,1,
813,3,
814,3,
815,1,
816,0,
817,1,
818,2,
819,0,
820,1,
821,2,
822,0,
823,0,
824,1,
825,1,
826,1,
827,0,
828,3,
829,0,
830,0,
831,4,
832,0,
833,4,
834,4,
835,0,
836,0,
837,0,
838,0,
839,4,
840,1,
841,4,
842,0,
843,4,
844,0,
845,3,
846,0,
847,0,
848,1,
849,1,
850,4,
851,1,
852,3,
853,1,
854,4,
855,4,
856,4,
857,1,
858,0,
859,4,
860,4,
861,1,
862,1,
863,1,
864,0,
865,0,
866,1,
867,4,
868,0,
869,0,
870,3,
871,0,
872,1,
873,1,
874,4,
875,1,
876,0,
877,0,
878,1,
879,1,
880,1,
881,2,
882,1,
883,0,
884,2,
885,0,
886,1,
887,0,
888,1,
889,0,
890,1,
891,1,
892,0,
893,4,
894,0,
895,4,
896,1,
897,4,
898,1,
899,0,
900,1,
901,1,
902,0,
903,1,
904,0,
905,0,
906,1,
907,1,
908,1,
909,0,
910,0,
911,0,
912,4,
913,1,
914,1,
915,1,
916,0,
917,1,
918,1,
919,0,
920,0,
921,4,
922,1,
923,0,
924,1,
925,1,
926,0,
927,0,
928,0,
929,1,
930,0,
931,1,
932,0,
933,4,
934,0,
935,0,
936,1,
937,4,
938,0,
939,0,
940,1,
941,0,
942,4,
943,0,
944,1,
945,1,
946,0,
947,1,
948,1,
949,4,
950,1,
951,1,
952,1,
953,4,
954,0,
955,4,
956,0,
957,1,
958,4,
959,4,
960,2,
961,0,
962,0,
963,4,
964,0,
965,0,
966,0,
967,0,
968,4,
969,3,
970,1,
971,0,
972,1,
973,1,
974,0,
975,4,
976,1,
977,0,
978,1,
979,1,
980,3,
981,1,
982,2,
983,0,
984,1,
985,0,
986,3,
987,1,
988,1,
989,3,
990,1,
991,0,
992,0,
993,1,
994,1,
995,4,
996,1,
997,1,
998,4,
999,4,
1000,2,
1001,4,
1002,0,
1003,1,
1004,1,
1005,1,
1006,4,
1007,1,
1008,1,
1009,0,
1010,4,
1011,3,
1012,1,
1013,4,
1014,1,
1015,4,
1016,1,
1017,1,
1018,0,
1019,0,
1020,0,
1021,1,
1022,4,
1023,0,
1024,1,
1025,0,
1026,1,
1027,2,
1028,0,
1029,1,
1030,4,
1031,0,
1032,4,
1033,2,
1034,0,
1035,0,
1036,1,
1037,3,
1038,0,
1039,1,
1040,1,
1041,2,
1042,4,
1043,0,
1044,1,
1045,0,
1046,0,
1047,0,
1048,1,
1049,1,
1050,1,
1051,4,
1052,4,
1053,4,
1054,0,
1055,0,
1056,4,
1057,1,
1058,0,
1059,4,
1060,4,
1061,2,
1062,0,
1063,1,
1064,2,
1065,0,
1066,4,
1067,1,
1068,4,
1069,1,
1070,1,
1071,1,
1072,4,
1073,1,
1074,0,
1075,0,
1076,4,
1077,4,
1078,1,
1079,1,
1080,0,
1081,4,
1082,4,
1083,0,
1084,0,
1085,1,
1086,4,
1087,4,
1088,1,
1089,4,
1090,1,
1091,0,
1092,4,
1093,1,
1094,0,
1095,0,
1096,4,
1097,0,
1098,0,
1099,4,
1100,0,
1101,3,
1102,0,
1103,1,
1104,1,
1105,1,
1106,2,
1107,1,
1108,0,
1109,0,
1110,1,
1111,1,
1112,0,
1113,0,
1114,0,
1115,1,
1116,1,
1117,0,
1118,0,
1119,4,
1120,3,
1121,1,
1122,0,
1123,4,
1124,0,
1125,1,
1126,1,
1127,1,
1128,0,
1129,4,
1130,0,
1131,1,
1132,1,
1133,0,
1134,4,
1135,1,
1136,1,
1137,1,
1138,0,
1139,0,
1140,0,
1141,0,
1142,4,
1143,0,
1144,4,
1145,4,
1146,0,
1147,0,
1148,0,
1149,0,
1150,0,
1151,1,
1152,1,
1153,0,
1154,1,
1155,0,
1156,1,
1157,4,
1158,0,
1159,0,
1160,2,
1161,4,
1162,3,
1163,1,
1164,1,
1165,1,
1166,4,
1167,0,
1168,0,
1169,3,
1170,1,
1171,1,
1172,0,
1173,0,
1174,0,
1175,0,
1176,1,
1177,1,
1178,1,
1179,1,
1180,1,
1181,1,
1182,4,
1183,1,
1184,1,
1185,1,
1186,0,
1187,1,
1188,1,
1189,1,
1190,0,
1191,4,
1192,4,
1193,4,
1194,0,
1195,0,
1196,1,
1197,1,
1198,4,
1199,1,
1200,0,
1201,0,
1202,0,
1203,0,
1204,2,
1205,1,
1206,4,
1207,0,
1208,1,
1209,0,
1210,1,
1211,0,
1212,0,
1213,0,
1214,0,
1215,0,
1216,1,
1217,0,
1218,4,
1219,0,
1220,1,
1221,1,
1222,1,
1223,0,
1224,1,
1225,1,
1226,0,
1227,1,
1228,0,
1229,1,
1230,1,
1231,2,
1232,4,
1233,4,
1234,0,
1235,1,
1236,0,
1237,1,
1238,0,
1239,0,
1240,1,
1241,2,
1242,0,
1243,4,
1244,4,
1245,1,
1246,4,
1247,1,
1248,0,
1249,1,
1250,4,
1251,1,
1252,0,
1253,0,
1254,1,
1255,0,
1256,1,
1257,1,
1258,0,
1259,0,
1260,0,
1261,0,
1262,1,
1263,0,
1264,1,
1265,0,
1266,1,
1267,2,
1268,1,
1269,0,
1270,0,
1271,1,
1272,1,
1273,1,
1274,1,
1275,4,
1276,1,
1277,0,
1278,1,
1279,1,
1280,4,
1281,0,
1282,1,
1283,1,
1284,4,
1285,1,
1286,1,
1287,0,
1288,4,
1289,4,
1290,1,
1291,0,
1292,2,
1293,1,
1294,0,
1295,1,
1296,0,
1297,0,
1298,1,
1299,1,
1300,4,
1301,4,
1302,0,
1303,0,
1304,1,
1305,0,
1306,2,
1307,1,
1308,3,
1309,0,
1310,1,
1311,1,
1312,0,
1313,0,
1314,4,
1315,1,
1316,0,
1317,1,
1318,0,
1319,0,
1320,3,
1321,1,
1322,1,
1323,0,
1324,0,
1325,0,
1326,1,
1327,0,
1328,4,
1329,0,
1330,1,
1331,3,
1332,4,
1333,0,
1334,4,
1335,4,
1336,1,
1337,1,
1338,0,
1339,1,
1340,1,
1341,4,
1342,1,
1343,1,
1344,4,
1345,0,
1346,1,
1347,2,
1348,1,
1349,1,
1350,1,
1351,4,
1352,1,
1353,1,
1354,0,
1355,2,
1356,1,
1357,1,
1358,1,
1359,0,
1360,1,
1361,2,
1362,0,
1363,1,
1364,0,
1365,1,
1366,0,
1367,0,
1368,1,
1369,0,
1370,3,
1371,4,
1372,0,
1373,1,
1374,0,
1375,1,
1376,0,
1377,2,
1378,4,
1379,1,
1380,1,
1381,4,
1382,1,
1383,4,
1384,1,
1385,0,
1386,0,
1387,0,
1388,0,
1389,2,
1390,2,
1391,3,
1392,0,
1393,0,
1394,1,
1395,2,
1396,4,
1397,0,
1398,3,
1399,4,
1400,1,
1401,1,
1402,1,
1403,4,
1404,0,
1405,0,
1406,1,
1407,1,
1408,1,
1409,1,
1410,1,
1411,1,
1412,4,
1413,4,
1414,4,
1415,1,
1416,1,
1417,1,
1418,4,
1419,0,
1420,0,
1421,1,
1422,0,
1423,1,
1424,0,
1425,0,
1426,4,
1427,0,
1428,3,
1429,1,
1430,0,
1431,1,
1432,3,
1433,1,
1434,4,
1435,1,
1436,0,
1437,0,
1438,1,
1439,4,
1440,1,
1441,1,
1442,0,
1443,1,
1444,0,
1445,0,
1446,0,
1447,0,
1448,4,
1449,4,
1450,4,
1451,4,
1452,4,
1453,1,
1454,0,
1455,4,
1456,1,
1457,1,
1458,0,
1459,1,
1460,0,
1461,0,
1462,1,
1463,3,
1464,0,
1465,4,
1466,0,
1467,1,
1468,4,
1469,0,
1470,4,
1471,1,
1472,1,
1473,0,
1474,1,
1475,0,
1476,0,
1477,0,
1478,1,
1479,1,
1480,1,
1481,1,
1482,1,
1483,1,
1484,4,
1485,4,
1486,4,
1487,1,
1488,4,
1489,4,
1490,1,
1491,1,
1492,0,
1493,1,
1494,4,
1495,1,
