graph_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
4,0,,,,,24,60,0
4,0,,,,,22,24,0
4,0,,,,,31,61,0
4,0,,,,,51,3,0
4,0,,,,,15,49,0
4,0,,,,,61,45,0
4,3,,,,,60,30,0
4,3,,,,,48,4,0
4,0,,,,,45,59,0
4,3,,,,,17,26,0
4,0,,,,,66,34,0
4,3,,,,,71,51,0
4,3,,,,,41,55,0
4,0,,,,,4,53,0
4,0,,,,,63,68,0
4,3,,,,,50,33,0
4,0,,,,,64,63,0
4,3,,,,,42,71,0
4,0,,,,,12,10,0
4,3,,,,,10,66,0
4,0,,,,,52,28,0
4,3,,,,,14,62,0
4,3,,,,,54,67,0
4,3,,,,,38,14,0
4,3,,,,,11,39,0
4,3,,,,,43,15,0
4,0,,,,,20,22,0
4,0,,,,,58,12,0
4,3,,,,,19,48,0
4,3,,,,,0,65,0
4,3,,,,,68,44,0
4,3,,,,,2,31,0
4,3,,,,,67,18,0
4,0,,,,,35,42,0
4,0,,,,,21,29,0
4,3,,,,,69,8,0
4,3,,,,,13,54,0
4,3,,,,,18,69,0
4,3,,,,,46,6,0
4,4,,,,,65,37,0
4,0,,,,,33,47,0
4,0,,,,,26,46,0
4,0,,,,,9,19,0
4,0,,,,,57,11,0
4,0,,,,,44,40,0
4,3,,,,,27,58,0
4,3,,,,,55,36,0
4,0,,,,,36,17,0
4,3,,,,,8,56,0
4,3,,,,,53,64,0
4,3,,,,,40,13,0
4,3,,,,,30,25,0
4,3,,,,,28,0,0
4,0,,,,,3,52,0
4,0,,,,,70,43,0
4,0,,,,,23,21,0
4,0,,,,,47,2,0
5,0,,,,,34,43,0
5,3,,,,,38,85,0
5,1,,,,,65,72,0
5,3,,,,,112,4,0
5,3,,,,,61,76,0
5,0,,,,,74,81,0
5,0,,,,,22,8,0
5,1,,,,,52,32,0
5,0,,,,,84,47,0
5,3,,,,,54,14,0
5,0,,,,,23,16,0
5,0,,,,,73,83,0
5,2,,,,,21,38,0
5,3,,,,,63,28,0
5,3,,,,,81,79,0
5,3,,,,,94,24,0
5,0,,,,,8,56,0
5,2,,,,,7,15,0
5,0,,,,,29,5,0
5,3,,,,,88,73,0
5,3,,,,,99,104,0
5,0,,,,,89,33,0
5,0,,,,,35,69,0
5,1,,,,,46,37,0
5,0,,,,,6,94,0
5,0,,,,,97,26,0
5,3,,,,,71,49,0
5,3,,,,,58,40,0
5,3,,,,,103,77,0
5,0,,,,,90,1,0
5,3,,,,,76,86,0
5,3,,,,,66,19,0
5,3,,,,,69,66,0
5,2,,,,,42,110,0
5,1,,,,,20,23,0
5,3,,,,,68,88,0
5,3,,,,,33,18,0
5,0,,,,,9,92,0
5,1,,,,,43,63,0
5,3,,,,,11,29,0
5,3,,,,,5,102,0
5,1,,,,,26,25,0
5,3,,,,,27,109,0
5,3,,,,,80,70,0
5,3,,,,,50,31,0
5,3,,,,,56,93,0
5,3,,,,,107,34,0
5,0,,,,,47,113,0
5,1,,,,,3,60,0
5,3,,,,,85,13,0
5,3,,,,,31,51,0
5,1,,,,,64,6,0
5,3,,,,,53,101,0
5,1,,,,,10,12,0
5,3,,,,,95,20,0
5,0,,,,,96,2,0
5,1,,,,,62,107,0
5,1,,,,,18,35,0
5,1,,,,,0,95,0
5,3,,,,,70,17,0
5,3,,,,,1,9,0
5,3,,,,,44,52,0
5,1,,,,,77,27,0
5,1,,,,,106,10,0
5,1,,,,,25,111,0
5,2,,,,,32,87,0
5,1,,,,,37,21,0
5,1,,,,,49,11,0
5,0,,,,,104,48,0
5,0,,,,,28,61,0
5,0,,,,,17,3,0
5,0,,,,,41,59,0
5,1,,,,,72,42,0
5,2,,,,,93,82,0
5,0,,,,,98,65,0
5,1,,,,,79,98,0
5,3,,,,,16,64,0
5,3,,,,,86,99,0
5,0,,,,,14,50,0
5,3,,,,,87,112,0
5,3,,,,,15,7,0
5,2,,,,,4,105,0
5,3,,,,,82,45,0
5,0,,,,,60,41,0
5,0,,,,,59,58,0
5,0,,,,,110,71,0
5,3,,,,,92,57,0
5,0,,,,,40,30,0
5,3,,,,,105,90,0
5,4,,,,,100,55,0
5,3,,,,,45,44,0
5,3,,,,,109,68,0
5,3,,,,,102,54,0
5,3,,,,,111,106,0
5,3,,,,,51,103,0
5,2,,,,,12,36,0
5,3,,,,,113,22,0
5,0,,,,,78,84,0
5,1,,,,,24,53,0
5,3,,,,,19,62,0
5,2,,,,,39,39,0
5,0,,,,,101,78,0
5,1,,,,,30,91,0
5,0,,,,,2,0,0
5,3,,,,,48,80,0
5,1,,,,,91,96,0
5,1,,,,,108,67,0
5,4,,,,,57,46,0
5,3,,,,,13,108,0
5,0,,,,,75,74,0
5,0,,,,,83,75,0
5,0,,,,,55,100,0
5,1,,,,,67,89,0
5,3,,,,,36,97,0
6,0,,,,,24,88,0
6,2,,,,,50,9,0
6,0,,,,,67,36,0
6,3,,,,,89,23,0
6,2,,,,,31,94,0
6,0,,,,,41,92,0
6,0,,,,,52,45,0
6,0,,,,,75,49,0
6,0,,,,,86,25,0
6,0,,,,,88,8,0
6,0,,,,,82,12,0
6,3,,,,,38,3,0
6,3,,,,,16,91,0
6,0,,,,,69,70,0
6,0,,,,,49,1,0
6,2,,,,,35,4,0
6,0,,,,,29,14,0
6,3,,,,,74,52,0
6,0,,,,,7,10,0
6,2,,,,,21,33,0
6,3,,,,,5,59,0
6,2,,,,,84,84,0
6,0,,,,,79,65,0
6,2,,,,,13,29,0
6,0,,,,,36,43,0
6,0,,,,,92,47,0
6,2,,,,,55,89,0
6,0,,,,,87,37,0
6,0,,,,,58,90,0
6,2,,,,,72,73,0
6,2,,,,,34,66,0
6,0,,,,,63,40,0
6,0,,,,,62,62,0
6,0,,,,,57,30,0
6,2,,,,,28,35,0
6,0,,,,,54,19,0
6,3,,,,,78,18,0
6,3,,,,,53,80,0
6,0,,,,,90,42,0
6,0,,,,,2,54,0
6,0,,,,,10,34,0
6,1,,,,,76,26,0
6,3,,,,,81,27,0
6,0,,,,,73,24,0
6,3,,,,,61,64,0
6,0,,,,,47,31,0
6,2,,,,,85,5,0
6,0,,,,,95,56,0
6,3,,,,,14,74,0
6,3,,,,,60,28,0
6,3,,,,,12,20,0
6,0,,,,,66,85,0
6,0,,,,,80,17,0
6,0,,,,,19,11,0
6,3,,,,,18,57,0
6,3,,,,,77,39,0
6,3,,,,,39,38,0
6,2,,,,,51,2,0
6,0,,,,,43,53,0
6,3,,,,,26,46,0
6,0,,,,,91,13,0
6,3,,,,,83,0,0
6,0,,,,,11,58,0
6,3,,,,,65,48,0
6,3,,,,,8,86,0
6,3,,,,,70,61,0
6,2,,,,,9,68,0
6,3,,,,,0,15,0
6,3,,,,,22,41,0
6,3,,,,,44,51,0
6,3,,,,,64,75,0
6,3,,,,,20,67,0
6,2,,,,,6,16,0
6,3,,,,,32,77,0
6,3,,,,,46,69,0
6,3,,,,,42,78,0
6,0,,,,,15,32,0
6,3,,,,,40,22,0
6,0,,,,,94,93,0
6,0,,,,,30,82,0
6,3,,,,,17,95,0
6,3,,,,,33,44,0
6,3,,,,,25,76,0
6,3,,,,,68,81,0
6,0,,,,,27,87,0
6,2,,,,,48,50,0
6,0,,,,,93,6,0
6,3,,,,,4,60,0
6,3,,,,,59,55,0
6,4,,,,,45,63,0
6,0,,,,,56,71,0
6,2,,,,,37,79,0
6,4,,,,,1,83,0
6,0,,,,,23,21,0
6,2,,,,,71,7,0
6,0,,,,,3,72,0
7,0,,,,,21,47,0
7,3,,,,,36,36,0
7,3,,,,,4,13,0
7,0,,,,,16,1,0
7,0,,,,,48,12,0
7,0,,,,,13,34,0
7,0,,,,,39,2,0
7,3,,,,,8,50,0
7,0,,,,,26,24,0
7,0,,,,,44,20,0
7,0,,,,,41,46,0
7,0,,,,,33,28,0
7,3,,,,,50,31,0
7,0,,,,,51,35,0
7,0,,,,,9,17,0
7,3,,,,,52,44,0
7,0,,,,,53,32,0
7,3,,,,,54,15,0
7,3,,,,,43,3,0
7,0,,,,,19,21,0
7,4,,,,,31,40,0
7,3,,,,,20,19,0
7,3,,,,,40,49,0
7,0,,,,,11,43,0
7,3,,,,,47,23,0
7,0,,,,,15,33,0
7,3,,,,,46,41,0
7,3,,,,,23,48,0
7,3,,,,,24,26,0
7,0,,,,,42,38,0
7,0,,,,,37,53,0
7,3,,,,,17,51,0
7,3,,,,,25,4,0
7,3,,,,,2,9,0
7,3,,,,,1,45,0
7,3,,,,,7,52,0
7,0,,,,,6,5,0
7,3,,,,,29,11,0
7,0,,,,,28,42,0
7,3,,,,,49,0,0
7,0,,,,,0,8,0
7,0,,,,,34,18,0
7,3,,,,,14,6,0
7,3,,,,,3,14,0
7,0,,,,,32,30,0
7,0,,,,,12,22,0
7,3,,,,,10,54,0
7,0,,,,,5,7,0
7,0,,,,,30,16,0
7,0,,,,,38,27,0
7,3,,,,,22,39,0
7,0,,,,,27,37,0
7,0,,,,,35,29,0
7,0,,,,,45,10,0
7,0,,,,,18,25,0
8,2,,,,,76,14,0
8,3,,,,,91,41,0
8,4,,,,,73,97,0
8,4,,,,,46,61,0
8,0,,,,,40,83,0
8,3,,,,,66,7,0
8,2,,,,,81,86,0
8,3,,,,,14,4,0
8,0,,,,,64,29,0
8,3,,,,,56,63,0
8,2,,,,,100,55,0
8,3,,,,,45,53,0
8,3,,,,,37,21,0
8,2,,,,,28,30,0
8,2,,,,,15,71,0
8,0,,,,,79,45,0
8,2,,,,,62,79,0
8,3,,,,,69,54,0
8,2,,,,,85,48,0
8,0,,,,,21,24,0
8,3,,,,,8,26,0
8,3,,,,,42,34,0
8,0,,,,,59,57,0
8,3,,,,,68,91,0
8,3,,,,,95,94,0
8,3,,,,,34,22,0
8,2,,,,,55,80,0
8,3,,,,,57,35,0
8,0,,,,,86,98,0
8,2,,,,,60,2,0
8,0,,,,,93,9,0
8,3,,,,,51,46,0
8,2,,,,,36,87,0
8,0,,,,,22,32,0
8,3,,,,,30,17,0
8,2,,,,,44,89,0
8,3,,,,,11,11,0
8,3,,,,,67,90,0
8,3,,,,,12,58,0
8,3,,,,,83,16,0
8,0,,,,,17,88,0
8,3,,,,,87,96,0
8,3,,,,,16,23,0
8,2,,,,,94,81,0
8,3,,,,,99,10,0
8,2,,,,,75,47,0
8,0,,,,,82,37,0
8,3,,,,,32,43,0
8,3,,,,,19,50,0
8,3,,,,,3,60,0
8,3,,,,,97,25,0
8,2,,,,,1,28,0
8,0,,,,,90,69,0
8,2,,,,,6,95,0
8,3,,,,,50,1,0
8,2,,,,,63,5,0
8,3,,,,,29,82,0
8,0,,,,,25,3,0
8,3,,,,,7,20,0
8,0,,,,,96,99,0
8,0,,,,,72,67,0
8,0,,,,,4,59,0
8,0,,,,,2,62,0
8,0,,,,,48,74,0
8,0,,,,,23,13,0
8,1,,,,,77,38,0
8,0,,,,,0,65,0
8,2,,,,,20,75,0
8,0,,,,,89,6,0
8,2,,,,,31,44,0
8,2,,,,,74,39,0
8,0,,,,,58,40,0
8,2,,,,,78,33,0
8,3,,,,,43,27,0
8,0,,,,,13,93,0
8,2,,,,,10,73,0
8,2,,,,,52,92,0
8,2,,,,,5,31,0
8,0,,,,,53,8,0
8,3,,,,,88,12,0
8,2,,,,,80,19,0
8,0,,,,,35,70,0
8,2,,,,,71,36,0
8,0,,,,,65,77,0
8,2,,,,,49,56,0
8,0,,,,,18,78,0
8,0,,,,,24,0,0
8,0,,,,,61,18,0
8,2,,,,,54,51,0
8,0,,,,,84,84,0
8,0,,,,,41,68,0
8,0,,,,,47,100,0
8,2,,,,,33,72,0
8,0,,,,,92,76,0
8,2,,,,,9,49,0
8,2,,,,,38,64,0
8,3,,,,,98,101,0
8,3,,,,,27,85,0
8,2,,,,,39,66,0
8,2,,,,,70,52,0
8,3,,,,,101,15,0
8,0,,,,,26,42,0
9,0,,,,,61,59,0
9,3,,,,,38,56,0
9,0,,,,,55,52,0
9,0,,,,,36,15,0
9,2,,,,,12,5,0
9,0,,,,,44,22,0
9,3,,,,,6,23,0
9,3,,,,,4,28,0
9,3,,,,,1,29,0
9,3,,,,,52,34,0
9,0,,,,,9,0,0
9,0,,,,,56,50,0
9,3,,,,,22,11,0
9,0,,,,,14,39,0
9,0,,,,,43,45,0
9,3,,,,,49,60,0
9,0,,,,,15,6,0
9,0,,,,,46,12,0
9,3,,,,,13,47,0
9,0,,,,,53,1,0
9,0,,,,,32,54,0
9,3,,,,,8,38,0
9,3,,,,,39,51,0
9,0,,,,,54,30,0
9,0,,,,,19,55,0
9,3,,,,,41,48,0
9,3,,,,,25,24,0
9,0,,,,,24,13,0
9,0,,,,,10,10,0
9,0,,,,,2,27,0
9,0,,,,,23,49,0
9,0,,,,,60,7,0
9,2,,,,,48,2,0
9,3,,,,,5,37,0
9,3,,,,,51,31,0
9,3,,,,,3,32,0
9,3,,,,,42,21,0
9,2,,,,,29,17,0
9,2,,,,,27,46,0
9,3,,,,,21,36,0
9,0,,,,,7,18,0
9,2,,,,,11,4,0
9,4,,,,,28,8,0
9,0,,,,,31,41,0
9,0,,,,,35,9,0
9,0,,,,,26,26,0
9,0,,,,,47,58,0
9,0,,,,,30,25,0
9,0,,,,,57,40,0
9,3,,,,,62,63,0
9,3,,,,,18,20,0
9,0,,,,,37,53,0
9,3,,,,,50,61,0
9,3,,,,,0,44,0
9,0,,,,,34,43,0
9,0,,,,,17,19,0
9,0,,,,,58,3,0
9,0,,,,,59,57,0
9,3,,,,,40,35,0
9,2,,,,,16,16,0
9,3,,,,,63,33,0
9,4,,,,,20,14,0
9,2,,,,,33,62,0
9,0,,,,,45,42,0
10,2,,,,,151,113,0
10,0,,,,,88,119,0
10,2,,,,,45,128,0
10,3,,,,,110,2,0
10,3,,,,,78,25,0
10,2,,,,,72,85,0
10,2,,,,,90,91,0
10,2,,,,,115,152,0
10,2,,,,,42,57,0
10,3,,,,,122,138,0
10,2,,,,,13,129,0
10,2,,,,,85,103,0
10,2,,,,,48,30,0
10,2,,,,,30,14,0
10,3,,,,,133,90,0
10,3,,,,,128,31,0
10,3,,,,,0,35,0
10,0,,,,,108,95,0
10,2,,,,,77,71,0
10,0,,,,,4,111,0
10,0,,,,,56,40,0
10,2,,,,,17,97,0
10,0,,,,,148,93,0
10,3,,,,,44,20,0
10,2,,,,,117,96,0
10,3,,,,,94,26,0
10,2,,,,,91,139,0
10,3,,,,,82,141,0
10,3,,,,,95,121,0
10,2,,,,,118,107,0
10,3,,,,,59,65,0
10,2,,,,,31,112,0
10,0,,,,,76,136,0
10,3,,,,,132,148,0
10,3,,,,,79,130,0
10,2,,,,,134,68,0
10,3,,,,,83,67,0
10,3,,,,,55,6,0
10,2,,,,,10,59,0
10,2,,,,,12,3,0
10,3,,,,,116,84,0
10,2,,,,,36,24,0
10,0,,,,,1,83,0
10,2,,,,,69,7,0
10,1,,,,,120,76,0
10,3,,,,,23,53,0
10,2,,,,,26,45,0
10,1,,,,,67,150,0
10,2,,,,,146,124,0
10,1,,,,,58,86,0
10,3,,,,,25,16,0
10,3,,,,,37,69,0
10,0,,,,,107,0,0
10,3,,,,,136,146,0
10,0,,,,,20,60,0
10,1,,,,,127,126,0
10,2,,,,,7,99,0
10,0,,,,,62,8,0
10,2,,,,,27,54,0
10,1,,,,,19,134,0
10,3,,,,,57,78,0
10,1,,,,,14,101,0
10,0,,,,,46,52,0
10,0,,,,,114,79,0
10,2,,,,,41,1,0
10,1,,,,,5,13,0
10,3,,,,,113,75,0
10,2,,,,,104,27,0
10,0,,,,,61,131,0
10,3,,,,,16,92,0
10,3,,,,,143,12,0
10,0,,,,,98,100,0
10,2,,,,,51,64,0
10,0,,,,,50,120,0
10,2,,,,,66,37,0
10,3,,,,,64,15,0
10,2,,,,,81,115,0
10,2,,,,,137,123,0
10,2,,,,,130,87,0
10,2,,,,,74,118,0
10,3,,,,,75,89,0
10,2,,,,,22,58,0
10,2,,,,,93,144,0
10,2,,,,,32,108,0
10,3,,,,,147,147,0
10,3,,,,,138,32,0
10,3,,,,,97,104,0
10,3,,,,,71,47,0
10,2,,,,,131,5,0
10,2,,,,,89,72,0
10,3,,,,,8,36,0
10,3,,,,,102,4,0
10,3,,,,,87,81,0
10,2,,,,,144,70,0
10,2,,,,,135,82,0
10,2,,,,,29,98,0
10,1,,,,,39,149,0
10,2,,,,,101,11,0
10,2,,,,,38,55,0
10,2,,,,,33,18,0
10,4,,,,,129,73,0
10,3,,,,,52,80,0
10,3,,,,,15,106,0
10,3,,,,,65,151,0
10,2,,,,,145,48,0
10,3,,,,,28,56,0
10,3,,,,,35,23,0
10,2,,,,,99,41,0
10,3,,,,,84,125,0
10,2,,,,,106,10,0
10,2,,,,,54,94,0
10,2,,,,,119,74,0
10,3,,,,,150,110,0
10,2,,,,,73,29,0
10,2,,,,,34,38,0
10,3,,,,,139,21,0
10,2,,,,,126,34,0
10,3,,,,,96,145,0
10,2,,,,,40,62,0
10,3,,,,,86,127,0
10,2,,,,,153,109,0
10,3,,,,,49,22,0
10,3,,,,,105,137,0
10,3,,,,,6,61,0
10,3,,,,,140,117,0
10,3,,,,,100,42,0
10,3,,,,,24,17,0
10,1,,,,,68,105,0
10,3,,,,,152,19,0
10,2,,,,,43,140,0
10,2,,,,,60,114,0
10,3,,,,,103,43,0
10,1,,,,,70,63,0
10,2,,,,,112,66,0
10,1,,,,,125,133,0
10,1,,,,,92,135,0
10,3,,,,,142,46,0
10,3,,,,,121,44,0
10,1,,,,,124,116,0
10,0,,,,,111,88,0
10,3,,,,,47,132,0
10,3,,,,,80,77,0
10,3,,,,,2,153,0
10,3,,,,,109,33,0
10,3,,,,,63,102,0
10,3,,,,,149,51,0
10,3,,,,,21,28,0
10,2,,,,,141,143,0
10,0,,,,,123,50,0
10,0,,,,,18,49,0
10,0,,,,,53,122,0
10,0,,,,,9,9,0
10,3,,,,,3,142,0
10,2,,,,,11,39,0
11,0,,,,,104,60,0
11,1,,,,,38,40,0
11,0,,,,,20,78,0
11,1,,,,,0,14,0
11,1,,,,,95,13,0
11,3,,,,,80,109,0
11,1,,,,,76,98,0
11,0,,,,,82,53,0
11,0,,,,,103,16,0
11,0,,,,,34,45,0
11,0,,,,,37,73,0
11,1,,,,,19,36,0
11,3,,,,,106,104,0
11,1,,,,,45,100,0
11,1,,,,,107,103,0
11,3,,,,,49,61,0
11,3,,,,,13,31,0
11,3,,,,,67,64,0
11,4,,,,,15,0,0
11,3,,,,,90,99,0
11,3,,,,,28,76,0
11,0,,,,,47,107,0
11,3,,,,,4,32,0
11,1,,,,,18,106,0
11,1,,,,,105,94,0
11,3,,,,,44,10,0
11,3,,,,,29,50,0
11,1,,,,,30,18,0
11,1,,,,,93,4,0
11,0,,,,,51,54,0
11,3,,,,,5,25,0
11,3,,,,,99,87,0
11,3,,,,,33,70,0
11,0,,,,,16,95,0
11,0,,,,,64,3,0
11,3,,,,,87,90,0
11,1,,,,,72,59,0
11,3,,,,,23,41,0
11,1,,,,,48,43,0
11,0,,,,,63,23,0
11,3,,,,,79,84,0
11,3,,,,,68,93,0
11,3,,,,,21,56,0
11,1,,,,,12,62,0
11,0,,,,,46,97,0
11,3,,,,,70,42,0
11,0,,,,,10,75,0
11,0,,,,,31,5,0
11,1,,,,,11,68,0
11,0,,,,,98,85,0
11,3,,,,,78,33,0
11,3,,,,,35,29,0
11,3,,,,,42,35,0
11,1,,,,,66,101,0
11,3,,,,,14,96,0
11,1,,,,,39,39,0
11,1,,,,,22,66,0
11,1,,,,,109,88,0
11,3,,,,,24,79,0
11,0,,,,,36,38,0
11,0,,,,,83,49,0
11,1,,,,,17,6,0
11,3,,,,,25,80,0
11,1,,,,,60,71,0
11,3,,,,,101,9,0
11,3,,,,,69,46,0
11,3,,,,,61,8,0
11,3,,,,,7,108,0
11,3,,,,,1,81,0
11,3,,,,,65,89,0
11,3,,,,,55,15,0
11,0,,,,,73,83,0
11,0,,,,,50,19,0
11,0,,,,,40,102,0
11,1,,,,,54,2,0
11,1,,,,,86,1,0
11,0,,,,,94,74,0
11,0,,,,,9,44,0
11,3,,,,,92,55,0
11,3,,,,,2,22,0
11,3,,,,,57,63,0
11,4,,,,,74,26,0
11,3,,,,,62,57,0
11,0,,,,,26,17,0
11,3,,,,,41,51,0
11,1,,,,,102,65,0
11,3,,,,,88,105,0
11,3,,,,,97,92,0
11,1,,,,,89,52,0
11,1,,,,,75,91,0
11,3,,,,,56,28,0
11,1,,,,,77,20,0
11,1,,,,,43,82,0
11,1,,,,,81,7,0
11,3,,,,,100,37,0
11,3,,,,,27,11,0
11,1,,,,,52,77,0
11,1,,,,,108,72,0
11,3,,,,,91,27,0
11,3,,,,,53,12,0
11,1,,,,,6,48,0
11,1,,,,,71,86,0
11,0,,,,,3,67,0
11,1,,,,,8,21,0
11,3,,,,,85,58,0
11,3,,,,,32,30,0
11,1,,,,,59,47,0
11,3,,,,,58,24,0
11,1,,,,,96,34,0
11,3,,,,,84,69,0
12,3,,,,,41,28,0
12,3,,,,,25,18,0
12,0,,,,,43,11,0
12,3,,,,,17,24,0
12,0,,,,,14,5,0
12,3,,,,,20,0,0
