graph_id,label,X,Y,Z
1,0,41.0,55.0,0.0
1,0,66.0,54.0,0.0
1,3,10.0,42.0,0.0
1,2,38.0,22.0,0.0
1,2,23.0,47.0,0.0
1,0,30.0,71.0,0.0
1,0,11.0,49.0,0.0
1,0,13.0,57.0,0.0
1,0,50.0,21.0,0.0
1,3,47.0,16.0,0.0
1,0,22.0,10.0,0.0
1,0,64.0,14.0,0.0
1,3,4.0,15.0,0.0
1,3,1.0,69.0,0.0
1,0,71.0,43.0,0.0
1,2,60.0,28.0,0.0
1,0,5.0,8.0,0.0
1,0,39.0,31.0,0.0
1,0,68.0,64.0,0.0
1,2,44.0,26.0,0.0
1,0,52.0,67.0,0.0
1,3,32.0,20.0,0.0
1,0,53.0,65.0,0.0
1,2,35.0,5.0,0.0
1,3,37.0,9.0,0.0
1,3,40.0,56.0,0.0
1,0,19.0,24.0,0.0
1,0,62.0,52.0,0.0
1,2,48.0,0.0,0.0
1,2,51.0,50.0,0.0
1,2,65.0,4.0,0.0
1,0,28.0,37.0,0.0
1,0,69.0,53.0,0.0
1,0,26.0,25.0,0.0
1,4,12.0,46.0,0.0
1,3,33.0,17.0,0.0
1,2,34.0,58.0,0.0
1,0,42.0,44.0,0.0
1,0,46.0,12.0,0.0
1,0,6.0,48.0,0.0
1,3,24.0,1.0,0.0
1,0,29.0,63.0,0.0
1,0,17.0,6.0,0.0
1,4,67.0,36.0,0.0
1,0,45.0,60.0,0.0
1,2,70.0,27.0,0.0
1,2,20.0,38.0,0.0
1,3,58.0,40.0,0.0
1,0,27.0,23.0,0.0
1,0,7.0,30.0,0.0
1,0,9.0,61.0,0.0
1,0,57.0,34.0,0.0
1,0,63.0,3.0,0.0
1,0,43.0,45.0,0.0
1,2,61.0,32.0,0.0
1,0,2.0,18.0,0.0
1,0,25.0,62.0,0.0
1,3,55.0,59.0,0.0
1,3,36.0,13.0,0.0
1,0,54.0,11.0,0.0
2,3,17.0,8.0,0.0
2,0,40.0,14.0,0.0
2,0,42.0,42.0,0.0
2,3,46.0,4.0,0.0
2,0,8.0,40.0,0.0
2,0,45.0,11.0,0.0
2,3,9.0,36.0,0.0
2,3,22.0,29.0,0.0
2,0,15.0,1.0,0.0
2,3,28.0,34.0,0.0
2,0,25.0,23.0,0.0
2,0,3.0,43.0,0.0
2,3,24.0,25.0,0.0
2,4,10.0,5.0,0.0
2,0,13.0,10.0,0.0
2,3,1.0,16.0,0.0
2,3,38.0,28.0,0.0
2,3,0.0,22.0,0.0
2,0,26.0,38.0,0.0
2,0,48.0,7.0,0.0
2,0,23.0,46.0,0.0
2,0,44.0,0.0,0.0
2,3,36.0,12.0,0.0
2,3,19.0,27.0,0.0
2,3,34.0,3.0,0.0
2,3,11.0,47.0,0.0
2,0,39.0,13.0,0.0
2,0,30.0,2.0,0.0
2,3,5.0,48.0,0.0
2,0,4.0,44.0,0.0
2,3,16.0,35.0,0.0
2,0,33.0,15.0,0.0
2,3,43.0,6.0,0.0
2,3,18.0,9.0,0.0
2,3,47.0,39.0,0.0
2,0,2.0,17.0,0.0
2,3,27.0,37.0,0.0
2,0,12.0,21.0,0.0
2,3,41.0,31.0,0.0
2,0,29.0,20.0,0.0
2,0,6.0,33.0,0.0
2,0,7.0,18.0,0.0
2,3,21.0,32.0,0.0
2,3,37.0,19.0,0.0
2,0,14.0,41.0,0.0
2,0,32.0,45.0,0.0
2,3,35.0,24.0,0.0
2,0,31.0,30.0,0.0
2,3,20.0,26.0,0.0
3,0,10.0,31.0,0.0
3,0,34.0,44.0,0.0
3,0,1.0,9.0,0.0
3,0,30.0,42.0,0.0
3,0,33.0,45.0,0.0
3,0,15.0,13.0,0.0
3,0,37.0,1.0,0.0
3,0,17.0,36.0,0.0
3,3,13.0,18.0,0.0
3,3,19.0,10.0,0.0
3,3,22.0,19.0,0.0
3,3,0.0,48.0,0.0
3,0,28.0,39.0,0.0
3,0,14.0,30.0,0.0
3,0,8.0,34.0,0.0
3,0,39.0,32.0,0.0
3,0,36.0,28.0,0.0
3,3,41.0,40.0,0.0
3,0,27.0,43.0,0.0
3,0,12.0,5.0,0.0
3,0,48.0,38.0,0.0
3,0,20.0,29.0,0.0
3,0,35.0,2.0,0.0
3,0,45.0,15.0,0.0
3,0,21.0,35.0,0.0
3,0,29.0,0.0,0.0
3,0,44.0,6.0,0.0
3,0,32.0,8.0,0.0
3,0,42.0,23.0,0.0
3,3,43.0,24.0,0.0
3,3,5.0,7.0,0.0
3,3,47.0,46.0,0.0
3,4,23.0,25.0,0.0
3,0,6.0,41.0,0.0
3,0,25.0,27.0,0.0
3,0,26.0,26.0,0.0
3,3,9.0,33.0,0.0
3,0,46.0,20.0,0.0
3,3,3.0,3.0,0.0
3,0,11.0,16.0,0.0
3,3,24.0,12.0,0.0
3,0,38.0,22.0,0.0
3,0,2.0,37.0,0.0
3,0,4.0,21.0,0.0
3,0,16.0,11.0,0.0
3,0,40.0,4.0,0.0
3,0,7.0,17.0,0.0
3,3,18.0,14.0,0.0
3,0,31.0,47.0,0.0
4,3,34.0,16.0,0.0
4,3,59.0,27.0,0.0
4,3,49.0,57.0,0.0
4,3,32.0,70.0,0.0
4,0,16.0,41.0,0.0
4,0,1.0,50.0,0.0
4,0,7.0,38.0,0.0
4,3,5.0,23.0,0.0
4,0,29.0,1.0,0.0
4,0,25.0,20.0,0.0
4,3,39.0,9.0,0.0
4,3,6.0,35.0,0.0
4,0,37.0,32.0,0.0
4,0,56.0,7.0,0.0
4,0,62.0,5.0,0.0
4,0,24.0,60.0,0.0
4,0,22.0,24.0,0.0
4,0,31.0,61.0,0.0
4,0,51.0,3.0,0.0
4,0,15.0,49.0,0.0
4,0,61.0,45.0,0.0
4,3,60.0,30.0,0.0
4,3,48.0,4.0,0.0
4,0,45.0,59.0,0.0
4,3,17.0,26.0,0.0
4,0,66.0,34.0,0.0
4,3,71.0,51.0,0.0
4,3,41.0,55.0,0.0
4,0,4.0,53.0,0.0
4,0,63.0,68.0,0.0
4,3,50.0,33.0,0.0
4,0,64.0,63.0,0.0
4,3,42.0,71.0,0.0
4,0,12.0,10.0,0.0
4,3,10.0,66.0,0.0
4,0,52.0,28.0,0.0
4,3,14.0,62.0,0.0
4,3,54.0,67.0,0.0
4,3,38.0,14.0,0.0
4,3,11.0,39.0,0.0
4,3,43.0,15.0,0.0
4,0,20.0,22.0,0.0
4,0,58.0,12.0,0.0
4,3,19.0,48.0,0.0
4,3,0.0,65.0,0.0
4,3,68.0,44.0,0.0
4,3,2.0,31.0,0.0
4,3,67.0,18.0,0.0
4,0,35.0,42.0,0.0
4,0,21.0,29.0,0.0
4,3,69.0,8.0,0.0
4,3,13.0,54.0,0.0
4,3,18.0,69.0,0.0
4,3,46.0,6.0,0.0
4,4,65.0,37.0,0.0
4,0,33.0,47.0,0.0
4,0,26.0,46.0,0.0
4,0,9.0,19.0,0.0
4,0,57.0,11.0,0.0
4,0,44.0,40.0,0.0
4,3,27.0,58.0,0.0
4,3,55.0,36.0,0.0
4,0,36.0,17.0,0.0
4,3,8.0,56.0,0.0
4,3,53.0,64.0,0.0
4,3,40.0,13.0,0.0
4,3,30.0,25.0,0.0
4,3,28.0,0.0,0.0
4,0,3.0,52.0,0.0
4,0,70.0,43.0,0.0
4,0,23.0,21.0,0.0
4,0,47.0,2.0,0.0
5,0,34.0,43.0,0.0
5,3,38.0,85.0,0.0
5,1,65.0,72.0,0.0
5,3,112.0,4.0,0.0
5,3,61.0,76.0,0.0
5,0,74.0,81.0,0.0
5,0,22.0,8.0,0.0
5,1,52.0,32.0,0.0
5,0,84.0,47.0,0.0
5,3,54.0,14.0,0.0
5,0,23.0,16.0,0.0
5,0,73.0,83.0,0.0
5,2,21.0,38.0,0.0
5,3,63.0,28.0,0.0
5,3,81.0,79.0,0.0
5,3,94.0,24.0,0.0
5,0,8.0,56.0,0.0
5,2,7.0,15.0,0.0
5,0,29.0,5.0,0.0
5,3,88.0,73.0,0.0
5,3,99.0,104.0,0.0
5,0,89.0,33.0,0.0
5,0,35.0,69.0,0.0
5,1,46.0,37.0,0.0
5,0,6.0,94.0,0.0
5,0,97.0,26.0,0.0
5,3,71.0,49.0,0.0
5,3,58.0,40.0,0.0
5,3,103.0,77.0,0.0
5,0,90.0,1.0,0.0
5,3,76.0,86.0,0.0
5,3,66.0,19.0,0.0
5,3,69.0,66.0,0.0
5,2,42.0,110.0,0.0
5,1,20.0,23.0,0.0
5,3,68.0,88.0,0.0
5,3,33.0,18.0,0.0
5,0,9.0,92.0,0.0
5,1,43.0,63.0,0.0
5,3,11.0,29.0,0.0
5,3,5.0,102.0,0.0
5,1,26.0,25.0,0.0
5,3,27.0,109.0,0.0
5,3,80.0,70.0,0.0
5,3,50.0,31.0,0.0
5,3,56.0,93.0,0.0
5,3,107.0,34.0,0.0
5,0,47.0,113.0,0.0
5,1,3.0,60.0,0.0
5,3,85.0,13.0,0.0
5,3,31.0,51.0,0.0
5,1,64.0,6.0,0.0
5,3,53.0,101.0,0.0
5,1,10.0,12.0,0.0
5,3,95.0,20.0,0.0
5,0,96.0,2.0,0.0
5,1,62.0,107.0,0.0
5,1,18.0,35.0,0.0
5,1,0.0,95.0,0.0
5,3,70.0,17.0,0.0
5,3,1.0,9.0,0.0
5,3,44.0,52.0,0.0
5,1,77.0,27.0,0.0
5,1,106.0,10.0,0.0
5,1,25.0,111.0,0.0
5,2,32.0,87.0,0.0
5,1,37.0,21.0,0.0
5,1,49.0,11.0,0.0
5,0,104.0,48.0,0.0
5,0,28.0,61.0,0.0
5,0,17.0,3.0,0.0
5,0,41.0,59.0,0.0
5,1,72.0,42.0,0.0
5,2,93.0,82.0,0.0
5,0,98.0,65.0,0.0
5,1,79.0,98.0,0.0
5,3,16.0,64.0,0.0
5,3,86.0,99.0,0.0
5,0,14.0,50.0,0.0
5,3,87.0,112.0,0.0
5,3,15.0,7.0,0.0
5,2,4.0,105.0,0.0
5,3,82.0,45.0,0.0
5,0,60.0,41.0,0.0
5,0,59.0,58.0,0.0
5,0,110.0,71.0,0.0
5,3,92.0,57.0,0.0
5,0,40.0,30.0,0.0
5,3,105.0,90.0,0.0
5,4,100.0,55.0,0.0
5,3,45.0,44.0,0.0
5,3,109.0,68.0,0.0
5,3,102.0,54.0,0.0
5,3,111.0,106.0,0.0
5,3,51.0,103.0,0.0
5,2,12.0,36.0,0.0
5,3,113.0,22.0,0.0
5,0,78.0,84.0,0.0
5,1,24.0,53.0,0.0
5,3,19.0,62.0,0.0
5,2,39.0,39.0,0.0
5,0,101.0,78.0,0.0
5,1,30.0,91.0,0.0
5,0,2.0,0.0,0.0
5,3,48.0,80.0,0.0
5,1,91.0,96.0,0.0
5,1,108.0,67.0,0.0
5,4,57.0,46.0,0.0
5,3,13.0,108.0,0.0
5,0,75.0,74.0,0.0
5,0,83.0,75.0,0.0
5,0,55.0,100.0,0.0
5,1,67.0,89.0,0.0
5,3,36.0,97.0,0.0
6,0,24.0,88.0,0.0
6,2,50.0,9.0,0.0
6,0,67.0,36.0,0.0
6,3,89.0,23.0,0.0
6,2,31.0,94.0,0.0
6,0,41.0,92.0,0.0
6,0,52.0,45.0,0.0
6,0,75.0,49.0,0.0
6,0,86.0,25.0,0.0
6,0,88.0,8.0,0.0
6,0,82.0,12.0,0.0
6,3,38.0,3.0,0.0
6,3,16.0,91.0,0.0
6,0,69.0,70.0,0.0
6,0,49.0,1.0,0.0
6,2,35.0,4.0,0.0
6,0,29.0,14.0,0.0
6,3,74.0,52.0,0.0
6,0,7.0,10.0,0.0
6,2,21.0,33.0,0.0
6,3,5.0,59.0,0.0
6,2,84.0,84.0,0.0
6,0,79.0,65.0,0.0
6,2,13.0,29.0,0.0
6,0,36.0,43.0,0.0
6,0,92.0,47.0,0.0
6,2,55.0,89.0,0.0
6,0,87.0,37.0,0.0
6,0,58.0,90.0,0.0
6,2,72.0,73.0,0.0
6,2,34.0,66.0,0.0
6,0,63.0,40.0,0.0
6,0,62.0,62.0,0.0
6,0,57.0,30.0,0.0
6,2,28.0,35.0,0.0
6,0,54.0,19.0,0.0
6,3,78.0,18.0,0.0
6,3,53.0,80.0,0.0
6,0,90.0,42.0,0.0
6,0,2.0,54.0,0.0
6,0,10.0,34.0,0.0
6,1,76.0,26.0,0.0
6,3,81.0,27.0,0.0
6,0,73.0,24.0,0.0
6,3,61.0,64.0,0.0
6,0,47.0,31.0,0.0
6,2,85.0,5.0,0.0
6,0,95.0,56.0,0.0
6,3,14.0,74.0,0.0
6,3,60.0,28.0,0.0
6,3,12.0,20.0,0.0
6,0,66.0,85.0,0.0
6,0,80.0,17.0,0.0
6,0,19.0,11.0,0.0
6,3,18.0,57.0,0.0
6,3,77.0,39.0,0.0
6,3,39.0,38.0,0.0
6,2,51.0,2.0,0.0
6,0,43.0,53.0,0.0
6,3,26.0,46.0,0.0
6,0,91.0,13.0,0.0
6,3,83.0,0.0,0.0
6,0,11.0,58.0,0.0
6,3,65.0,48.0,0.0
6,3,8.0,86.0,0.0
6,3,70.0,61.0,0.0
6,2,9.0,68.0,0.0
6,3,0.0,15.0,0.0
6,3,22.0,41.0,0.0
6,3,44.0,51.0,0.0
6,3,64.0,75.0,0.0
6,3,20.0,67.0,0.0
6,2,6.0,16.0,0.0
6,3,32.0,77.0,0.0
6,3,46.0,69.0,0.0
6,3,42.0,78.0,0.0
6,0,15.0,32.0,0.0
6,3,40.0,22.0,0.0
6,0,94.0,93.0,0.0
6,0,30.0,82.0,0.0
6,3,17.0,95.0,0.0
6,3,33.0,44.0,0.0
6,3,25.0,76.0,0.0
6,3,68.0,81.0,0.0
6,0,27.0,87.0,0.0
6,2,48.0,50.0,0.0
6,0,93.0,6.0,0.0
6,3,4.0,60.0,0.0
6,3,59.0,55.0,0.0
6,4,45.0,63.0,0.0
6,0,56.0,71.0,0.0
6,2,37.0,79.0,0.0
6,4,1.0,83.0,0.0
6,0,23.0,21.0,0.0
6,2,71.0,7.0,0.0
6,0,3.0,72.0,0.0
7,0,21.0,47.0,0.0
7,3,36.0,36.0,0.0
7,3,4.0,13.0,0.0
7,0,16.0,1.0,0.0
7,0,48.0,12.0,0.0
7,0,13.0,34.0,0.0
7,0,39.0,2.0,0.0
7,3,8.0,50.0,0.0
7,0,26.0,24.0,0.0
7,0,44.0,20.0,0.0
7,0,41.0,46.0,0.0
7,0,33.0,28.0,0.0
7,3,50.0,31.0,0.0
7,0,51.0,35.0,0.0
7,0,9.0,17.0,0.0
7,3,52.0,44.0,0.0
7,0,53.0,32.0,0.0
7,3,54.0,15.0,0.0
7,3,43.0,3.0,0.0
7,0,19.0,21.0,0.0
7,4,31.0,40.0,0.0
7,3,20.0,19.0,0.0
7,3,40.0,49.0,0.0
7,0,11.0,43.0,0.0
7,3,47.0,23.0,0.0
7,0,15.0,33.0,0.0
7,3,46.0,41.0,0.0
7,3,23.0,48.0,0.0
7,3,24.0,26.0,0.0
7,0,42.0,38.0,0.0
7,0,37.0,53.0,0.0
7,3,17.0,51.0,0.0
7,3,25.0,4.0,0.0
7,3,2.0,9.0,0.0
7,3,1.0,45.0,0.0
7,3,7.0,52.0,0.0
7,0,6.0,5.0,0.0
7,3,29.0,11.0,0.0
7,0,28.0,42.0,0.0
7,3,49.0,0.0,0.0
7,0,0.0,8.0,0.0
7,0,34.0,18.0,0.0
7,3,14.0,6.0,0.0
7,3,3.0,14.0,0.0
7,0,32.0,30.0,0.0
7,0,12.0,22.0,0.0
7,3,10.0,54.0,0.0
7,0,5.0,7.0,0.0
7,0,30.0,16.0,0.0
7,0,38.0,27.0,0.0
7,3,22.0,39.0,0.0
7,0,27.0,37.0,0.0
7,0,35.0,29.0,0.0
7,0,45.0,10.0,0.0
7,0,18.0,25.0,0.0
8,2,76.0,14.0,0.0
8,3,91.0,41.0,0.0
8,4,73.0,97.0,0.0
8,4,46.0,61.0,0.0
8,0,40.0,83.0,0.0
8,3,66.0,7.0,0.0
8,2,81.0,86.0,0.0
8,3,14.0,4.0,0.0
8,0,64.0,29.0,0.0
8,3,56.0,63.0,0.0
8,2,100.0,55.0,0.0
8,3,45.0,53.0,0.0
8,3,37.0,21.0,0.0
8,2,28.0,30.0,0.0
8,2,15.0,71.0,0.0
8,0,79.0,45.0,0.0
8,2,62.0,79.0,0.0
8,3,69.0,54.0,0.0
8,2,85.0,48.0,0.0
8,0,21.0,24.0,0.0
8,3,8.0,26.0,0.0
8,3,42.0,34.0,0.0
8,0,59.0,57.0,0.0
8,3,68.0,91.0,0.0
8,3,95.0,94.0,0.0
8,3,34.0,22.0,0.0
8,2,55.0,80.0,0.0
8,3,57.0,35.0,0.0
8,0,86.0,98.0,0.0
8,2,60.0,2.0,0.0
8,0,93.0,9.0,0.0
8,3,51.0,46.0,0.0
8,2,36.0,87.0,0.0
8,0,22.0,32.0,0.0
8,3,30.0,17.0,0.0
8,2,44.0,89.0,0.0
8,3,11.0,11.0,0.0
8,3,67.0,90.0,0.0
8,3,12.0,58.0,0.0
8,3,83.0,16.0,0.0
8,0,17.0,88.0,0.0
8,3,87.0,96.0,0.0
8,3,16.0,23.0,0.0
8,2,94.0,81.0,0.0
8,3,99.0,10.0,0.0
8,2,75.0,47.0,0.0
8,0,82.0,37.0,0.0
8,3,32.0,43.0,0.0
8,3,19.0,50.0,0.0
8,3,3.0,60.0,0.0
8,3,97.0,25.0,0.0
8,2,1.0,28.0,0.0
8,0,90.0,69.0,0.0
8,2,6.0,95.0,0.0
8,3,50.0,1.0,0.0
8,2,63.0,5.0,0.0
8,3,29.0,82.0,0.0
8,0,25.0,3.0,0.0
8,3,7.0,20.0,0.0
8,0,96.0,99.0,0.0
8,0,72.0,67.0,0.0
8,0,4.0,59.0,0.0
8,0,2.0,62.0,0.0
8,0,48.0,74.0,0.0
8,0,23.0,13.0,0.0
8,1,77.0,38.0,0.0
8,0,0.0,65.0,0.0
8,2,20.0,75.0,0.0
8,0,89.0,6.0,0.0
8,2,31.0,44.0,0.0
8,2,74.0,39.0,0.0
8,0,58.0,40.0,0.0
8,2,78.0,33.0,0.0
8,3,43.0,27.0,0.0
8,0,13.0,93.0,0.0
8,2,10.0,73.0,0.0
8,2,52.0,92.0,0.0
8,2,5.0,31.0,0.0
8,0,53.0,8.0,0.0
8,3,88.0,12.0,0.0
8,2,80.0,19.0,0.0
8,0,35.0,70.0,0.0
8,2,71.0,36.0,0.0
8,0,65.0,77.0,0.0
8,2,49.0,56.0,0.0
8,0,18.0,78.0,0.0
8,0,24.0,0.0,0.0
8,0,61.0,18.0,0.0
8,2,54.0,51.0,0.0
8,0,84.0,84.0,0.0
8,0,41.0,68.0,0.0
8,0,47.0,100.0,0.0
8,2,33.0,72.0,0.0
8,0,92.0,76.0,0.0
8,2,9.0,49.0,0.0
8,2,38.0,64.0,0.0
8,3,98.0,101.0,0.0
8,3,27.0,85.0,0.0
8,2,39.0,66.0,0.0
8,2,70.0,52.0,0.0
8,3,101.0,15.0,0.0
8,0,26.0,42.0,0.0
9,0,61.0,59.0,0.0
9,3,38.0,56.0,0.0
9,0,55.0,52.0,0.0
9,0,36.0,15.0,0.0
9,2,12.0,5.0,0.0
9,0,44.0,22.0,0.0
9,3,6.0,23.0,0.0
9,3,4.0,28.0,0.0
9,3,1.0,29.0,0.0
9,3,52.0,34.0,0.0
9,0,9.0,0.0,0.0
9,0,56.0,50.0,0.0
9,3,22.0,11.0,0.0
9,0,14.0,39.0,0.0
9,0,43.0,45.0,0.0
9,3,49.0,60.0,0.0
9,0,15.0,6.0,0.0
9,0,46.0,12.0,0.0
9,3,13.0,47.0,0.0
9,0,53.0,1.0,0.0
9,0,32.0,54.0,0.0
9,3,8.0,38.0,0.0
9,3,39.0,51.0,0.0
9,0,54.0,30.0,0.0
9,0,19.0,55.0,0.0
9,3,41.0,48.0,0.0
9,3,25.0,24.0,0.0
9,0,24.0,13.0,0.0
9,0,10.0,10.0,0.0
9,0,2.0,27.0,0.0
9,0,23.0,49.0,0.0
9,0,60.0,7.0,0.0
9,2,48.0,2.0,0.0
9,3,5.0,37.0,0.0
9,3,51.0,31.0,0.0
9,3,3.0,32.0,0.0
9,3,42.0,21.0,0.0
9,2,29.0,17.0,0.0
9,2,27.0,46.0,0.0
9,3,21.0,36.0,0.0
9,0,7.0,18.0,0.0
9,2,11.0,4.0,0.0
9,4,28.0,8.0,0.0
9,0,31.0,41.0,0.0
9,0,35.0,9.0,0.0
9,0,26.0,26.0,0.0
9,0,47.0,58.0,0.0
9,0,30.0,25.0,0.0
9,0,57.0,40.0,0.0
9,3,62.0,63.0,0.0
9,3,18.0,20.0,0.0
9,0,37.0,53.0,0.0
9,3,50.0,61.0,0.0
9,3,0.0,44.0,0.0
9,0,34.0,43.0,0.0
9,0,17.0,19.0,0.0
9,0,58.0,3.0,0.0
9,0,59.0,57.0,0.0
9,3,40.0,35.0,0.0
9,2,16.0,16.0,0.0
9,3,63.0,33.0,0.0
9,4,20.0,14.0,0.0
9,2,33.0,62.0,0.0
9,0,45.0,42.0,0.0
10,2,151.0,113.0,0.0
10,0,88.0,119.0,0.0
10,2,45.0,128.0,0.0
10,3,110.0,2.0,0.0
10,3,78.0,25.0,0.0
10,2,72.0,85.0,0.0
10,2,90.0,91.0,0.0
10,2,115.0,152.0,0.0
10,2,42.0,57.0,0.0
10,3,122.0,138.0,0.0
10,2,13.0,129.0,0.0
10,2,85.0,103.0,0.0
10,2,48.0,30.0,0.0
10,2,30.0,14.0,0.0
10,3,133.0,90.0,0.0
10,3,128.0,31.0,0.0
10,3,0.0,35.0,0.0
10,0,108.0,95.0,0.0
10,2,77.0,71.0,0.0
10,0,4.0,111.0,0.0
10,0,56.0,40.0,0.0
10,2,17.0,97.0,0.0
10,0,148.0,93.0,0.0
10,3,44.0,20.0,0.0
10,2,117.0,96.0,0.0
10,3,94.0,26.0,0.0
10,2,91.0,139.0,0.0
10,3,82.0,141.0,0.0
10,3,95.0,121.0,0.0
10,2,118.0,107.0,0.0
10,3,59.0,65.0,0.0
10,2,31.0,112.0,0.0
10,0,76.0,136.0,0.0
10,3,132.0,148.0,0.0
10,3,79.0,130.0,0.0
10,2,134.0,68.0,0.0
10,3,83.0,67.0,0.0
10,3,55.0,6.0,0.0
10,2,10.0,59.0,0.0
10,2,12.0,3.0,0.0
10,3,116.0,84.0,0.0
10,2,36.0,24.0,0.0
10,0,1.0,83.0,0.0
10,2,69.0,7.0,0.0
10,1,120.0,76.0,0.0
10,3,23.0,53.0,0.0
10,2,26.0,45.0,0.0
10,1,67.0,150.0,0.0
10,2,146.0,124.0,0.0
10,1,58.0,86.0,0.0
10,3,25.0,16.0,0.0
10,3,37.0,69.0,0.0
10,0,107.0,0.0,0.0
10,3,136.0,146.0,0.0
10,0,20.0,60.0,0.0
10,1,127.0,126.0,0.0
10,2,7.0,99.0,0.0
10,0,62.0,8.0,0.0
10,2,27.0,54.0,0.0
10,1,19.0,134.0,0.0
10,3,57.0,78.0,0.0
10,1,14.0,101.0,0.0
10,0,46.0,52.0,0.0
10,0,114.0,79.0,0.0
10,2,41.0,1.0,0.0
10,1,5.0,13.0,0.0
10,3,113.0,75.0,0.0
10,2,104.0,27.0,0.0
10,0,61.0,131.0,0.0
10,3,16.0,92.0,0.0
10,3,143.0,12.0,0.0
10,0,98.0,100.0,0.0
10,2,51.0,64.0,0.0
10,0,50.0,120.0,0.0
10,2,66.0,37.0,0.0
10,3,64.0,15.0,0.0
10,2,81.0,115.0,0.0
10,2,137.0,123.0,0.0
10,2,130.0,87.0,0.0
10,2,74.0,118.0,0.0
10,3,75.0,89.0,0.0
10,2,22.0,58.0,0.0
10,2,93.0,144.0,0.0
10,2,32.0,108.0,0.0
10,3,147.0,147.0,0.0
10,3,138.0,32.0,0.0
10,3,97.0,104.0,0.0
10,3,71.0,47.0,0.0
10,2,131.0,5.0,0.0
10,2,89.0,72.0,0.0
10,3,8.0,36.0,0.0
10,3,102.0,4.0,0.0
10,3,87.0,81.0,0.0
10,2,144.0,70.0,0.0
10,2,135.0,82.0,0.0
10,2,29.0,98.0,0.0
10,1,39.0,149.0,0.0
10,2,101.0,11.0,0.0
10,2,38.0,55.0,0.0
10,2,33.0,18.0,0.0
10,4,129.0,73.0,0.0
10,3,52.0,80.0,0.0
10,3,15.0,106.0,0.0
10,3,65.0,151.0,0.0
10,2,145.0,48.0,0.0
10,3,28.0,56.0,0.0
10,3,35.0,23.0,0.0
10,2,99.0,41.0,0.0
10,3,84.0,125.0,0.0
10,2,106.0,10.0,0.0
10,2,54.0,94.0,0.0
10,2,119.0,74.0,0.0
10,3,150.0,110.0,0.0
10,2,73.0,29.0,0.0
10,2,34.0,38.0,0.0
10,3,139.0,21.0,0.0
10,2,126.0,34.0,0.0
10,3,96.0,145.0,0.0
10,2,40.0,62.0,0.0
10,3,86.0,127.0,0.0
10,2,153.0,109.0,0.0
10,3,49.0,22.0,0.0
10,3,105.0,137.0,0.0
10,3,6.0,61.0,0.0
10,3,140.0,117.0,0.0
10,3,100.0,42.0,0.0
10,3,24.0,17.0,0.0
10,1,68.0,105.0,0.0
10,3,152.0,19.0,0.0
10,2,43.0,140.0,0.0
10,2,60.0,114.0,0.0
10,3,103.0,43.0,0.0
10,1,70.0,63.0,0.0
10,2,112.0,66.0,0.0
10,1,125.0,133.0,0.0
10,1,92.0,135.0,0.0
10,3,142.0,46.0,0.0
10,3,121.0,44.0,0.0
10,1,124.0,116.0,0.0
10,0,111.0,88.0,0.0
10,3,47.0,132.0,0.0
10,3,80.0,77.0,0.0
10,3,2.0,153.0,0.0
10,3,109.0,33.0,0.0
10,3,63.0,102.0,0.0
10,3,149.0,51.0,0.0
10,3,21.0,28.0,0.0
10,2,141.0,143.0,0.0
